團體名稱,團體類型,成立日期,理事長,社團狀態,會址電話,核准立案字號,會址
中華民國天堂鳥受刑人更生人輔導協會,社會團體,099/01/14,李悅綾,已立案,02-6606-1188,0990048030,新竹市頂竹里南大路283巷4號
台灣環境資訊協會,社會團體,090/05/19,高英勛,已立案,02-29332233,9018623,116臺北市文山區116萬隆街38號
中華民國藍色生態協會,社會團體,101/03/29,范建得,已立案,03-5627064,1010387979,105臺北市松山區八德路4段245巷32弄42號6樓之1
中華民國天一新養生協會,社會團體,104/12/20,蘇宛庭,已立案,02-27400230,1050005296,100臺北市中正區南海路114號
臺灣省資源回收商業同業公會聯合會,職業團體,053/10/28,黃阿增,解散,06-3036270,,710臺南市永康區成功路172巷85號
台灣一貫道崇華道基協會,社會團體,103/06/01,黃安雲,已立案,02-29412448,1030200548,234新北市永和區中正路2巷5號1樓
中華兩岸產業交流合作發展協會,社會團體,100/04/16,謝東鳳,已立案,02-25991796,1000101136,104臺北市中山區中山北路3段27號10樓之4
台灣物本人文關懷協會,社會團體,095/12/08,陳黎滿,已立案,02-28714181,0950203512,112臺北市北投區天母東路1-6號
中華單晶片發展協會,社會團體,088/05/02,謝澄漢,解散,02-2368-9095,8820680,臺北市和平東路1段182號3樓
台灣角色品牌授權協會,社會團體,104/12/13,陳仲君,已立案,02-22069127,1050001994,242新北市新莊區242後港二路2巷15號
台灣教育研究學會,社會團體,098/07/14,邱文彬,已立案,07-5252000-5856,0980153161,804高雄市鼓山區蓮海路70號國立中山大學教研所
中華民國四健會協會,社會團體,042/04/01,陳保基,已立案,02-2362-6021,527396,100臺北市中正區辛亥路一段37巷1號1樓
中華民國老人健康養護協會,社會團體,082/09/11,謝瀛華,已立案,02-2736-2729,,臺北市莊敬路四五二號三樓
台灣吸脂外科醫學會,社會團體,096/09/16,張炯銘,已立案,02-87716242,0960168121,臺北市忠孝東路四段75-4號5樓
台灣區遠洋鰹鮪圍網漁船魚類輸出業同業公會,職業團體,097/07/14,蔡定邦,已立案,07-8131619,0970011837,
中華民國佛教成就光法輪協會,社會團體,092/05/04,陳俊吉,已立案,03-376-2985,0920074480,330桃園市桃園區大林路11號2樓
台灣實用射擊協會,社會團體,096/05/19,詹幸娥,已立案,07-7100198,0960109053,802高雄市苓雅區802建國一路62巷3號
中華道教嗣漢護法協會,社會團體,098/03/22,陳繕剛,已立案,,0980078776,臺南市東興路175號
台灣新希望社區關懷協會,社會團體,103/06/01,葉聯邦,已立案,02-82832858,1030204164,247新北市蘆洲區中正路241號3樓
台灣文化資產搶救協會,社會團體,091/05/11,呂育霖,已立案,02-2928-7549,0910022512,234新北市永和區和平街95巷4弄6號2樓
中華中山大道建華會,社會團體,099/12/26,蘇俊源,已立案,08-7334444,1000060097,900屏東縣屏東市忠孝路169-2號
世界王氏宗親總會,社會團體,077/09/10,王璽瑜,已立案,02-2256-2332,,臺北市南京東路二段六二號五樓
美國西雅圖華盛頓大學台灣校友會,社會團體,096/11/24,梁賡義,已立案,02-27984330,0970008256,110臺北市信義區松智路1號26樓(華邦電子)
中華城鄉建設協會,社會團體,082/12/11,鄭資英,已立案,02-2740-5146,,臺北市承德路三段二四六號七樓
中華郁品堂漢式養生協會,社會團體,100/06/25,李燕鳳,已立案,02-25520418,1000217446,103臺北市大同區103迪化街1段315號3樓
中華民國台灣自然生態文化推展協會,社會團體,088/07/10,賴明河,解散,04-2569-1011,8826939,台中縣大雅鄉清泉路二八號
台灣經典老車協會,社會團體,104/11/12,李世昌,已立案,07-2169100,1040087082,800高雄市新興區信守街110號16樓之3
中華和平發展聯盟,社會團體,,林竹松,已立案,269802608轉23,,221新北市汐止區新台五路1段79號10樓之3
中華職業電玩推廣協會,社會團體,091/06/29,許明偉,解散,07-552-0986,,802高雄市苓雅區青年一路283號
台灣地寶房地產資訊研習協會,社會團體,099/09/11,李奇寶,已立案,02-2957-5858,0990200069,333桃園市龜山區中和南路327號
中華民國和諧人生服務協會,社會團體,084/09/17,陳文慶,解散,02-2703-6969,,臺北市信義路四段三０三號五樓
中華民國拳師犬協會,社會團體,080/11/17,謝銘豐,解散,02-2760-9939,台(80)內社字第8079802號,臺北市德惠街二００號七樓
中華民國工程技術顧問商業同業公會,職業團體,092/12/05,楊宗興,已立案,(02)2834-2555,,114臺北市內湖區陽光街321巷56號4樓之1
中華電影製片協會,社會團體,063/06/27,李祐寧,已立案,02-2511-1130,594497,104臺北市中山區吉林路45號4樓401室
台灣史懷哲之友協會,社會團體,095/01/14,林逸民,已立案,03-9542416,0950064180,265宜蘭縣羅東鎮中正路108號
台灣溫柔生產推廣協會,社會團體,099/06/23,徐明洸,已立案,66358197,0990141517,242新北市新莊區中平路82巷21號13樓之2
中華民國妘尚愛地球低碳協會,社會團體,101/01/07,官俍佑,解散,,1010153015,555南投縣魚池鄉555魚池村瓊文巷39之2號1樓
中華民國芳香生活美學協會,社會團體,097/11/17,陳淑岑,已立案,02-22721396,0970194743,220新北市板橋區220文化路1段137號4樓
中華視障經穴按摩推廣協會,社會團體,083/01/23,范乾良,已立案,02-25531365,8304791,103臺北市大同區103雙連街11巷21號1樓
中華民國尪公慈善功德會,社會團體,104/08/01,張幸松,已立案,02-29391859,1040072331,116臺北市文山區木新路2段52號
中華非營利組織發展協會,社會團體,097/01/14,曹正謀,已立案,04-2481-5588,0970079083,412臺中市大里區西榮路278號
台灣麻將技藝交流協會,社會團體,097/09/27,鄭明漢,已立案,0932837437,0970185030,842高雄市旗山區永和里延平一路193巷29號
中華亞太華人文經交流協會,社會團體,099/07/31,張允啟,已立案,02-23411112,0990247334,514彰化縣溪湖鎮中興八街99號
臺灣港航退休人員總會,社會團體,102/10/15,王鐘雄,已立案,02-24206382,1030082795,200基隆市仁愛區港西街8號2樓210室
中華技職技能培育發展學會,社會團體,097/09/20,鄭淨文,已立案,03-4852140,0970161004,326桃園市楊梅區秀才路188號
中華生質能源學會,社會團體,070/08/28,林淑惠,已立案,02-2363-0231#32,0970040937,106臺北市大安區羅斯福路4段1號台大農藝系轉
中華民國一貫道崇德學院教育協會,社會團體,095/07/30,林素珍,已立案,2246-1390轉287,0950130016,103臺北市大同區延平北路1段66巷4號6樓之1
中華孝教善業總會,社會團體,096/06/10,黃清富,已立案,02-27374077,0960129780,106臺北市大安區樂利路101巷3號
中華全人健康協會,社會團體,100/10/22,陳昭蔚,已立案,02-23069432,1000228131,108臺北市萬華區大理街116巷1號
中華民國台灣室內空氣品質管理學會,社會團體,102/07/28,鄭宗杰,已立案,04-22360951,1020297000,406臺中市北屯區406三光巷49-1號1樓
中華民國滑水總會,社會團體,062/02/28,蔡瓊姿,已立案,02-2775-5524,34050,104臺北市中山區朱崙街20號6樓607室
中華淨明閭山道教會,社會團體,097/02/17,廖宜隆,已立案,04-7881881,0970046277,249新北市八里區長坑村小坑12-1號
中華國際龍樹協會,社會團體,098/06/27,余明爐(釋海策),已立案,03-4334099,0980142604,320桃園市中壢區新生路461巷35弄70號
中華人文展望學會,社會團體,088/05/01,劉至誠,已立案,02-2961-6225,8820289,220新北市板橋區長安街25巷7之1號1樓
台灣醫學美容教育學會,社會團體,096/07/29,吳錫松,已立案,07-3135969,0960138797,807高雄市三民區熱河一街190號3樓
中華民國稀有姓氏關懷交流會,社會團體,082/06/27,賀秉哲,解散,02-2796-1567,,114臺北市內湖區大湖街一六八巷十六號
臺灣厚道文教學會,社會團體,104/03/21,江進木,已立案,,1040025729,220新北市板橋區重慶路93巷49號2樓
台灣建築物公共安全協會,社會團體,097/06/01,歐陽翰,已立案,02-2949-0606,0970200975,110臺北市信義區基隆路二段33號4樓之三
台灣惠光慈善關懷協會,社會團體,104/01/11,魏順賓,已立案,06-2637079,1040009991,702臺南市南區金華路二段423號
中華國際萬相辨正協會,社會團體,089/05/27,林金蓮,解散,02-2700-1680,8916710,臺北市復興南路一段二八三號七樓
台灣淡江大學劍道校友會,社會團體,101/10/07,鄭晃二,已立案,02-26299531,1010378287,251新北市淡水區英專路151號SG140室
中華民國日嘉佛學會,社會團體,093/04/04,鐘宇俊,已立案,02-2219-1009,0930064022,231新北市新店區二十張路42之6號4樓
台灣金融分析專業人員協會,社會團體,096/07/02,楊博閔,已立案,0987-919675,0960110613,104臺北市中山區104南京東路3段189號10樓
中華民國合作通路發展協會,社會團體,091/10/17,林政陽,已立案,02-2732-1688,0910036344,110臺北市信義區吳興街106巷9號7樓
中華市場研究協會,社會團體,097/11/30,謝邦昌,已立案,02-2250-1255,0980047518,242新北市新莊區242中正路510號
中華國際潛能外語教育協會,社會團體,095/01/07,楊源峯,已立案,03-3831021,0950015389,337桃園市大園區果林村11鄰23-26號
中華民國國際舞蹈運動推展協會,社會團體,080/05/17,唐誠,解散,02-2738-0123,,臺北市敦化南路二段三三三號十一樓
中華民國基督教關懷特殊兒家庭協會,社會團體,099/10/30,葉羅湘茵,已立案,03-5747033,0990224590,300新竹市東區建功一路107號7樓
SRI保育型農業環境學會,社會團體,105/07/02,劉清繁,已立案,02-29179808,,231新北市新店區寶橋路235巷2號7樓
中華民國天然手工皂推廣協會,社會團體,103/01/11,黃惠茹,已立案,0956520688,1030158526,402臺中市南區工學路126巷29號
台灣有福全人關懷協會,社會團體,100/06/12,唐青,已立案,02-23418799,1000150146,100臺北市中正區羅斯福路一段83巷17號1樓
中華心安居功德會,社會團體,103/03/09,張袂,已立案,0953-539857,1030156439,437臺中市大甲區順天路15巷27號
中華媽祖文化交流協會,社會團體,103/08/07,陳一峰,已立案,02-27996392,1030232445,114臺北市內湖區114內湖路1段411巷12號5樓之3
中華武藝氣功養生協會,社會團體,099/01/24,陳致光,已立案,02-2892-4758,0990065198,112臺北市北投區光明路167號9樓之2
大中華海峽兩岸不動產資訊交流協會,社會團體,105/01/06,陳春諒,已立案,22730575,1050005363,236新北市土城區明德路2段66號
台灣以斯拉事奉中心協會,社會團體,100/01/25,張漢業,已立案,02-25023640,1000039433,104臺北市中山區松江路473號6樓
中華民國家庭健康管理協會,社會團體,093/12/10,黃維德,已立案,02-29569933,0980044969,220新北市板橋區三民路二段37號10樓之2
台灣健康資訊產業整合協會,社會團體,098/06/07,張偉斌,已立案,02-23121707,0980124236,108臺北市萬華區漢口街二段55號7樓之3
中華民國法律救濟關懷協會,社會團體,097/08/29,林冠伯,已立案,04-2320-1250,0970201045,402臺中市南區公益路2段61號10樓A室
中華聖母道統慈善協會,社會團體,085/10/06,方文科,已立案,06-257-7547,,709臺南市安南區城安路一六○號
中華民國國立台灣師範大學國文學系同學會,社會團體,096/03/31,王開府,已立案,02-23630149#225,0960063079,106臺北市大安區106和平東路一段162號(台灣師大國文系)
臺灣智慧綠生活推廣聯盟,社會團體,098/04/19,李淑媛,解散,04-25283709-211,0980102712,420臺中市豐原區角潭路2段57號
臺灣創意經濟產業發展協進會,社會團體,101/02/12,唐蓓莉,已立案,02-27665367,1010177242,105臺北市松山區南京東路5段230號14樓之4
陸軍專科學校領導常備士官班校友會,社會團體,105/05/01,雷殷南,已立案,0972-046646、0931-031767,,220新北市板橋區重慶路278巷2號
臺灣區工具機暨零組件工業同業公會,職業團體,096/10/05,嚴瑞雄,已立案,04-23507586,0960016863,407臺中市西屯區協和里工業37路27號3樓
台灣畜牧協會,社會團體,082/11/24,張勝明,已立案,05-5992088,1000238581,649雲林縣二崙鄉永定村永定路80號
中華民國資訊教育交流協會,社會團體,094/12/25,陳如聖,已立案,02-27293977,0950018702,110臺北市信義區松德路8號10樓
中華民國太空科學學會,社會團體,093/11/20,李羅權,已立案,03-4227151#65764,0940064157,320桃園市中壢區中大路300號國立中央大學科學4館
台灣長春職業高爾夫協會,社會團體,099/08/17,盧建順,已立案,02-27931861,0990191315,103臺北市大同區重慶北路3段209號2樓
中華民國大仁科技大學校友總會,社會團體,090/03/24,陳淑真,已立案,08-7624002,094004241,907屏東縣鹽埔鄉新二村維新路20號(大仁科技大學校友暨就業服務中心)
中華芳香精油全球發展協會,社會團體,095/02/26,王有綱,已立案,03-4258658,0950046758,320桃園市中壢區320中央東路88號17樓之3
中華民國植物病理學會,社會團體,077/03/27,張瑞璋,已立案,03-33664602,593671,413臺中市霧峰區中正路189號(農業委員會農業試驗所植物病理組)
中華民國愛滋感染者權益促進會,社會團體,086/11/05,巫緒樑,已立案,02-2375-9119,8690006,103臺北市大同區承德路一段48號2樓
中華民國滑翔翼協會,社會團體,091/03/24,劉松添,已立案,02-2434-8686,0910060896,204基隆市安樂區基金三路65之4號3樓
蘭陽山友會,社會團體,097/06/14,江正宏,已立案,0983-202-161,0970142956,105臺北市松山區南京東路4段45號7樓
台灣眾藝益百人文關懷協會,社會團體,105/11/25,楊士藩,已立案,02-23826967,1060028564,100臺北市中正區重慶南路一段99號8樓之8
中華航空氣象協會,社會團體,081/11/11,黃麗君,已立案,02-2545-7107,8311689,105臺北市松山區105敦化北路340之10號台北航空站第二航站大廈2樓
香港德明(台灣)校友會,社會團體,105/08/07,梁次震,已立案,0953-431225溫先生,,104臺北市中山區民生東路1段30號2樓
台灣癲癇醫學會,社會團體,079/11/03,周碩彬,已立案,02-2876-2890,8903612,112臺北市北投區石牌路2段201號榮總神經醫學中心癲癇科
台灣災害防救教育推廣學會,社會團體,106/05/07,王維俊,已立案,03-8355008,,970花蓮縣花蓮市林森路315巷56號
中華民國透析醫療院所協會,社會團體,086/11/02,方文達,已立案,04-2302-4221,0970053659,403臺中市西區忠明南路303號10樓之3
